week,week_start,revenue,baseline_median,TV median,TV lo,TV hi,Out-of-home median,Out-of-home lo,Out-of-home hi,Print median,Print lo,Print hi,Facebook median,Facebook lo,Facebook hi,Search median,Search lo,Search hi
95,2017-09-11,2027418.33333333,1525671.1531304596,304685.9189645892,208704.56451523196,409149.83265588083,85363.60889843252,11734.852159077362,202887.9100308814,36446.84211398417,4221.07683940529,119284.10769871034,12731.390070374073,588.3506988616141,60489.975489359,57331.55223423725,5641.16141363455,197620.65224384476
96,2017-09-18,1886570.0,1643560.5961588498,87482.69667117168,19667.416544559605,206032.79881921774,54992.40002656366,2988.001745805315,170792.27366139938,9210.226334149556,130.46364968555176,86969.28597870286,3465.328576518373,35.86689298037106,36583.331276386394,62647.839338270685,6484.004564105905,206815.16334411895
97,2017-09-25,2529721.66666667,1925238.9724998819,379772.0425553571,270445.4092105574,486519.25829350535,90025.326535092,12280.411702824718,211107.4792760323,2505.257192633405,2.634717863845872,67057.84065086696,42888.00355773026,6150.95642125119,112848.9178548546,72109.71619971325,7506.068233268521,220800.1925886296
98,2017-10-02,2357930.0,2042263.1020972866,436873.7827767455,308444.84520808415,569379.1866400688,80879.55600420274,8867.447742498582,202566.25831798534,640.8854150288098,0.04117079462682716,50641.43487448331,13091.556259020206,515.2439646304816,62054.246450550316,73380.18677072591,7611.386165342023,226161.0207979417
99,2017-10-09,3003391.66666667,2149503.222348487,342478.4701562544,234402.34759774132,462039.61874546844,122143.75234771663,19470.195750549796,260257.5257360224,100398.00405471545,20469.579189907166,196370.39686599438,82376.92314935935,19191.911979346118,167882.83131003208,77647.96016770485,7998.728956876867,235016.2376460534
100,2017-10-16,2283685.0,2054339.226564046,108775.30146377138,24073.65680758044,253445.51565331992,89067.12582394271,8192.30712696381,218599.28792864006,31794.918669950133,2235.02962061576,125777.38164730105,86254.27963279674,20000.612697303866,173295.19176574197,76886.35771865986,7838.599798198666,236327.43280755696
101,2017-10-23,2584721.66666667,2110022.185448836,285389.0354431218,190176.52442566777,389226.10682168294,78672.69913644489,7068.281808674158,204857.7918208944,9045.71539264461,41.43267994107136,94955.64158687566,93866.51937763742,22152.939284364853,186227.07495013278,78903.93325977604,7989.040228796666,239935.3537799131
102,2017-10-30,2565400.0,2255758.535148829,117462.49104292633,40900.987516139336,232636.94876769528,50809.11651847649,1452.1989853250134,176767.38534849766,2552.319053766152,0.6777352060425216,73003.90964439878,100726.40846994182,24789.2750458223,198787.35438071916,81862.9150006092,8322.005526567425,246678.4771743413
103,2017-11-06,3407085.0,2491186.4739914006,184691.9981293298,93143.67599052403,295202.01319627697,118608.03802912313,18948.175277509003,252497.67892479553,114737.98696132093,23914.710320847786,222762.81956839992,87749.02246114354,18996.378747727467,179325.14641234017,89988.63276601974,8942.20447495772,261196.22816697133
104,2017-11-13,2803291.66666667,2518421.0186471296,42519.980516911164,6164.932816710412,133814.12205431963,85145.44663552963,7544.711128974654,213572.51373236178,39130.16035941099,3352.2179342617987,137640.8358927261,118407.08591723062,30007.81376492702,224175.5626282952,35738.05943118335,1052.2373771904624,203205.58309177804
105,2017-11-20,3303155.0,2594101.5744796814,311585.66638429265,211964.81566150783,414353.5769517567,92096.96071509125,11891.340047341315,218079.12446942632,22918.081767186894,1259.022519212152,116319.7062208663,92020.21781886896,19885.32961906568,188220.527292132,14463.381822923826,34.700608241865844,164545.44841454193
106,2017-11-27,3103743.33333333,2668245.1348033426,90064.16761976633,21759.320276821887,204449.35172719613,61880.61886867079,2873.053787866394,188910.3020989783,68925.8435080152,12937.7460208373,154782.09036125496,73024.9816321861,14278.67969291938,161818.99880892044,96635.79057959779,9835.682323667772,256462.50656040868
107,2017-12-04,2793875.0,2312140.3455214743,220324.51775675215,124244.53860943888,329137.060218444,79438.6927554029,8611.423035804268,200294.8017763562,19285.069470724655,621.426631901008,111194.07275474207,54560.29678651165,9061.971332810128,134415.3833512285,105863.35454938022,10699.581644591879,285004.2263984195
108,2017-12-11,2260396.66666667,2104217.26473557,53719.332131505085,9546.663310748392,152097.84739489414,50792.59463232552,1938.28464752226,170635.7736536923,5426.611928154194,11.973686350209098,84657.56946894813,67110.38986343361,13530.287015008993,148154.5398628901,102681.51983020874,10083.647219928711,284320.38848165114
109,2017-12-18,2399176.66666667,2029730.535160661,335082.62180108984,235962.27568829127,436489.45776976,77268.21880831264,8361.535457243786,194660.81538848873,1449.3348700595216,0.19335234032310825,66120.01716976336,41076.912159663,5650.594199244496,112733.38978258663,105003.41757086018,10276.862157301579,291528.0487794499
110,2017-12-25,3827520.0,1917689.0243148012,405871.68237361073,288015.4563102849,523644.3228392765,48721.62792591628,1856.9408993941183,165293.47578575215,88422.06578988075,17828.858176947437,177536.69565170704,106878.24588208694,27264.286107079683,203628.754151955,98615.98054530594,9897.245244290341,283423.80764709524
111,2018-01-01,3109461.66666667,1914923.8739802453,149091.4441819369,45669.31440567061,289525.2577590824,28869.5427515568,297.74954651101876,137426.06502929484,59969.24142940367,10472.703125672926,149049.00757599078,96033.38407546983,22555.019736364724,191993.28194972916,99497.87484884754,9898.84910039826,284697.5458703091
112,2018-01-08,2228128.33333333,2002378.3491017078,32468.084301404655,2285.5276351484595,139772.47419192435,21567.14503595171,274.11303557446445,121331.59309828165,17022.600200476743,412.20860259862667,109389.96326770655,103735.97115061119,25408.01348589604,204758.00253625942,100341.56663337653,9911.80170810134,286621.27207082126
113,2018-01-15,2202593.33333333,1758755.7894227123,258387.80861403368,160500.00638958812,364060.0378632276,11864.127014744176,37.7297695617965,101130.58700642022,93376.23035653253,19709.92167410973,185118.21404918836,41417.80720877231,3308.7846531308883,125330.74647825552,97023.52774776373,9720.714830312318,283919.1053370939
114,2018-01-22,1918293.33333333,1644298.8945906106,66997.25829082115,13702.183312231133,172784.35989121182,52024.08584869954,3839.4562604272605,158109.08137414767,115800.93540254084,24686.3917345762,224769.85307261144,13178.85207970198,181.24531099112616,85945.43083385589,92495.40563087948,9021.232208076217,275637.5215050826
115,2018-01-29,1862458.33333333,1578500.9449272132,198863.3370027012,102313.68417620321,309522.27676532,30327.411125911152,737.1885310321353,128659.42726598539,40391.013686166116,3062.8092164755526,145938.78552387317,3759.000746444527,8.875700269064682,61570.21747749135,89827.77350519743,8760.895468798857,271142.49105878605
116,2018-02-05,1975951.66666667,1734506.5588590582,46823.144585890484,7411.815193154112,139642.1768923901,16464.126995152146,121.72319599651414,100997.2713426912,47016.11089679776,6504.480699956187,140598.80564021578,10821.720459847122,420.07939579312557,63817.05786283768,96687.9182766511,9622.102529099762,278203.84548161423
117,2018-02-12,1827318.33333333,1558603.4918855233,95407.8688866748,26299.395685176674,207224.71153101066,50807.43224543872,3690.544486867915,154353.5354484158,12853.11281428055,200.81120215354397,106450.52155172634,2912.6631810012104,21.52067206995673,42480.09118356703,39135.93055554934,1139.9733325980844,220533.66750571516
118,2018-02-19,1656268.33333333,1466990.9091159457,18959.977143012926,1569.7453512785285,84744.5972626563,29308.89325067827,706.8141478101379,123773.7884642769,48977.67930483542,7511.753055153992,135011.1149130215,772.849022018348,0.9767061196729642,29765.501423951788,16114.824138292148,40.04985935288415,177387.26027441557
119,2018-02-26,1703790.0,1398030.2417737886,114362.48731739563,34053.38000265903,228900.64481212624,54949.85514128407,4310.217077146512,160450.675760501,75080.72417058589,14822.179924435422,161438.52929296377,209.61970893388235,0.039524879292566824,20925.199133778915,57402.53866495886,5770.083204811144,206262.65386596706
120,2018-03-05,1488115.0,1357787.0638071229,22891.897708417826,2255.160647979659,94655.41609358505,32244.330278572048,802.6569623893146,129519.65428613655,21556.06536545765,807.8060791097629,115273.79382163066,56.294510855048415,0.001833114133514296,14393.521690401314,67935.47246998713,7189.505830810147,219360.45058316903
121,2018-03-12,1727330.0,1323225.1019120235,303690.56206523284,204271.81072943305,407244.57467006554,69538.98695361929,7466.75181582609,180948.7512738,110124.79501480499,23466.589092583803,213313.7840317359,15.246247958381595,7.638411975829083e-05,9580.874692178462,70540.09232248856,7344.286686736477,222930.5152605951
122,2018-03-19,1208246.66666667,1143276.1624987829,85983.2817430807,20566.173421372503,198662.98334665434,42814.229484721,1627.1498546638745,147751.34427093389,36988.55485392056,2808.7136389053903,137287.42203717527,4.128395937765848,2.924629172130942e-06,6601.541939839438,64134.811405878056,6502.4202146451635,218408.30851561934
123,2018-03-26,1388960.0,1178209.7097636028,172759.97123846132,81972.73792532775,283972.1469132967,69300.21086633285,7281.2133141209615,180938.49250343413,34626.942271499196,3334.3175398494013,126886.0135462723,1.0742547454982025,1.212584340400317e-07,3889.1475627752557,65036.832617130436,6651.032034573755,218392.10890240024
124,2018-04-02,2408331.66666667,1039332.9373788084,38876.722143677776,5338.489808890474,126246.49162439247,43064.40716207774,1517.7040463393823,148546.27619113048,9198.233569272423,88.03513827073981,95658.54367864844,0.27200051132727465,5.428433637605591e-09,2207.240862052921,59944.83226072288,5916.09389458793,214555.324547537
125,2018-04-09,1131721.66666667,1081954.9673176776,7203.844390181846,239.6661753365441,53077.65497198778,35026.286583307185,1033.9377878489377,137148.33925139782,2503.7423146243787,1.6258370363219223,75171.22567060014,0.05356265146148336,1.561732049851632e-10,754.989891746446,60806.2741299107,6132.701926509286,214536.30309902484
126,2018-04-16,950015.0,943993.0045247364,1275.1302288390943,9.717566457155149,21489.115962693824,19567.17493497502,171.30387662883834,112955.50868268743,660.7074708349564,0.0250569441670324,58233.2643217619,34039.8572683517,3674.8499126529077,98744.18950275329,55345.325526376226,5276.228833323945,207650.07302324532
127,2018-04-23,801298.333333333,812921.8267717187,225.34538200310152,0.40335816678243147,8595.128368138694,86850.54766590417,12068.356260497836,204198.9459493189,167.87011234667912,0.00041324806140555437,43648.47076982714,9972.241618527896,315.4772901662393,53740.660928618,45829.67266127237,3894.8521201350127,196571.60225572402
128,2018-04-30,779838.333333334,796375.1681368743,39.75406583516778,0.01751796661825539,3290.3984158727767,56740.37189528327,3166.820937501148,170332.10322017054,42.84214372899289,6.065480364919206e-06,31994.931245591713,134780.8957535751,34670.45286044738,254952.44782374045,38850.486932592656,2884.3802954509406,182755.9735359931
129,2018-05-07,889546.666666667,879290.1933830658,7.0454415571549625,0.0007871084847386059,1255.8925033512885,66677.13959457545,6016.165863179066,180481.81691182256,10.963621685482762,9.11384288025856e-08,23607.954265220746,63627.211889168364,8349.788697371792,149994.7262909155,46143.42641926661,4154.796955977001,187364.86442756758
130,2018-05-14,862850.0,828578.1069421702,1.2600333737435232,3.2875532971650686e-05,496.07961531121265,40570.14716286065,1155.5593162526156,150293.13724933506,47142.25400956694,6702.34765844291,125668.91628314868,142437.9193768829,36448.18306002238,270162.78802715824,16854.997036594556,252.25294288543967,149481.6858424398
131,2018-05-21,2601601.66666667,892253.225012984,10476.188428187777,387.71542975047566,70130.86398178131,44877.84633416378,2241.337823933155,150258.4674368441,12205.641298451035,275.4875209302503,87563.37443910343,69646.71360154459,8911.062223978144,169197.5277243924,6205.780674022284,7.855290855118965,120211.86029223118
132,2018-05-28,905008.333333334,852295.8180112487,1725.1608906869437,25.295116815086303,24415.138070533885,25461.978038965928,378.0530882635124,123681.30713989455,34321.38165266311,3673.7499237534353,113522.33078535415,45269.461447237256,5382.107743748,127571.42830016525,34393.076991349546,2812.2660294789475,155323.7537960859
133,2018-06-04,910551.666666667,856831.5468455174,308.7183912025305,1.215630714919583,8498.984727922203,14216.834607491617,58.082506139019344,102651.50465549386,8715.18726264808,116.39709742341374,82607.54992005695,14246.9217394177,294.02663299163635,87320.14141840654,43090.18890346598,3955.5446057187532,169508.86367610274
134,2018-06-11,923853.333333333,809358.830664438,79833.0452590812,16258.891745765684,191907.3629415671,7489.0109713323245,7.666851339137272,84157.89047423884,41558.511155410044,5423.767554598624,121815.87218060801,4105.375461454235,13.66553695468231,64026.962213420324,45205.39155913731,4213.811129599129,176173.6407618604
135,2018-06-18,982420.0,880823.9045313087,15030.893546152292,1110.2336659358966,75044.50835386947,25097.891616122328,684.9319774064576,111880.97167561887,10578.390335811566,186.84786421749996,86682.49709219497,1137.2709814806158,0.6164924371844792,45726.75524060318,51923.11061563918,5102.479599660606,188145.56771908113
136,2018-06-25,1056811.66666667,890281.5071860679,2705.7391611700687,48.36535209341491,28915.617924709168,13091.090535168762,114.34742332216676,87613.1959870473,69312.35329719666,12727.182006386227,152614.73432160376,61434.63850315807,11970.90166477655,139899.10470910268,52739.09205646749,5095.821807386594,191079.00314773983
137,2018-07-02,932326.666666667,757712.3168980551,127336.07332866229,41352.0736684519,244048.80105555613,87721.06703898987,12280.248709445908,205287.73492823716,19527.0943641377,696.8915158976922,108480.99028508275,19993.57006421365,1123.7324663303211,79721.53585117335,45495.19608683718,3918.1837433651567,184266.05612407075
138,2018-07-09,1126221.66666667,909479.9418698975,26060.885316810494,2790.752383253615,100758.7648020533,57484.730133998804,3347.9329296601572,169184.4123224961,76686.69638359337,15119.30237928444,162692.49038926896,108927.92009215316,26896.856160069783,207683.41753539897,51354.3836163675,4902.4107612229855,190769.751707083
139,2018-07-16,1140006.66666667,909512.3551467962,88405.06392601356,21521.208637665666,200288.94019831897,66617.59841553603,6045.210051598129,179828.39476513324,22179.57114892379,894.2677672888143,115122.57738615712,44558.00796077125,4552.963358803816,119821.60777906491,52680.03156779036,5047.437991968006,194151.29834099652
140,2018-07-23,1479303.33333333,1135414.5598541736,104530.15910645964,30443.20083674582,216413.2356036805,40255.40331766405,1158.9835061917602,148161.98791074954,44033.17268363418,5940.667778003804,128544.39452807972,13914.672602230265,265.187050260168,78825.7122755625,63997.070293917364,6738.006316821575,208490.54028444388
141,2018-07-30,1647193.33333333,1337610.2167740893,20831.60032863912,1883.3187347916974,89142.46939937628,23514.53967628631,192.2342870490545,121600.7466298884,11633.984037797643,192.62132712743838,94974.14706726308,4014.4844109639807,12.002980130138425,54703.22219433848,72944.9837244,7565.271635799908,222479.11031953484
142,2018-08-06,2009478.33333333,1466350.231895897,119431.28373490708,36963.12221164879,234461.85169538792,69422.00621737752,7313.8190015800055,179848.00655334216,53040.49671743999,8605.766119474403,136625.28561105722,1122.2833556387118,0.5389564953572076,39578.36736245336,81044.80639609731,8265.053288666868,238126.54171203225
143,2018-08-13,1523443.33333333,1247428.511470593,24211.225813775804,2450.120434979189,97265.05178132892,42719.333851239586,1598.619436070082,148126.25348935707,14317.000562388537,342.84380669736447,98810.85440650568,69806.42328806157,14747.856968978907,150909.0839371952,31359.834205869607,825.446821201991,187797.30635915246
144,2018-08-20,1420118.33333333,1074765.5506277783,327105.6439549469,227424.06590338895,428902.20966864575,77302.9383520087,9204.184490376192,192854.8663319595,3857.8497218669054,6.3645339651541,75262.24407692067,23586.20458456002,1556.3252718046956,82212.35108909206,12458.658321544928,26.44573617575557,151207.92050027763
145,2018-08-27,1673551.66666667,1395448.8859763134,97395.59710214367,25007.97305026569,212910.59787248736,48819.1133480942,2170.469670682981,160173.92216534627,1024.9265693629175,0.10155557128486857,57438.713923611256,75906.18288405638,17327.83275992472,157853.20542254817,62374.0553508516,6599.525305340458,200976.4006929313
146,2018-09-03,2061091.66666667,1610989.5491472688,124805.28676455279,45937.77289425773,236105.684139361,67143.74978863807,6350.425836582819,180927.0570648316,6859.868086940793,107.17339684701211,67359.77568514243,26558.053361144834,1823.082962991867,89926.03310237294,82154.88850171452,8395.956159508547,233664.11226649143
147,2018-09-10,2144110.0,1804171.704783435,26019.374645220203,2557.870821520454,101682.73974297903,40876.83512615278,1264.2401560502387,150487.93773064224,5923.640527774734,83.1147123881288,64212.374135383354,7763.409352768645,91.54361920901394,60184.734059798895,92476.9535015266,9282.959760477659,257114.9378690106
148,2018-09-17,2058653.33333333,1696754.477116392,4752.998793679839,111.15160983192071,41845.53657866562,55414.822261790825,4031.1285500952536,164370.71104556503,64204.76759161889,11382.015694452286,146325.89361018833,58373.55429416784,11416.92275046781,134286.87990771886,90823.41892908051,9001.339612301757,261274.1942938201
149,2018-09-24,2208345.0,1894984.5720565524,11738.827004949468,576.3814678488118,70933.5960309914,51990.27606184466,3184.5038967855708,159653.9967667892,17678.6444178232,576.1120809361034,101725.34438083583,18955.810787962662,995.0502533513891,77239.72494324169,97620.84368283136,9726.656566763251,273500.1931658524
150,2018-10-01,2603008.33333333,2059465.493398292,465545.2832924273,324402.0140739074,607576.6973700308,48208.54240826071,2674.918961288057,154491.19706290032,25815.868605311713,2099.232295568972,106949.57701635607,23130.847482582387,1920.2632618720788,81716.10070086506,105368.21561949866,10485.792591508303,290003.43103448907
151,2018-10-08,2313193.33333333,2026761.7043408854,202585.7644471181,76223.82767781842,346698.67195385665,27697.346005152038,467.1752289510918,127009.8817369872,26257.369285389723,2160.121966835451,106434.92112878281,41925.04321366937,6216.179953234395,109993.84136694032,105290.38252500365,10280.397019373486,293191.3085319329
152,2018-10-15,2813106.66666667,2223612.038790291,296574.62889350974,200387.24873567728,403204.97990971647,58904.80806824083,4952.71575737933,166093.5701315695,15214.382577035369,616.5242094549662,92504.80898185016,53210.69913833933,9775.437637160565,125161.84309058511,109644.5994080332,10744.548082857453,302844.06314220297
153,2018-10-22,2665110.0,2367932.6461173883,83449.24758336204,17912.075568092696,203989.25650864627,34801.32358649686,940.7761537543835,136796.966887268,3909.841855151609,13.86972420808139,69066.63410501911,17097.877413222915,719.426378280195,75117.08423880725,113629.92611732874,11172.96971117792,311806.8518309625
154,2018-10-29,2947875.0,2385071.8690900635,203032.95403954422,108876.68604992169,313469.6924453044,19432.480814157905,156.73377719216194,111574.2122214675,17854.349662975346,940.0320527655253,90303.60169080418,107561.67578294815,26348.396543380364,205402.53705609383,116054.95430825456,11428.183065520756,317491.04190405173
155,2018-11-05,2768941.66666667,2422867.974169567,48039.75969176725,7706.550047473366,143562.05791626876,83561.24599893347,11225.727120698673,200154.4925039204,15673.992002602801,720.0711339347431,88166.56429041509,43507.98332714147,4389.585026249892,118182.95483572748,117918.81954395102,11519.73867738157,323211.50128130056
156,2018-11-12,2666240.0,2202908.9882792663,318134.098732117,219247.9981661122,420505.2607763135,53884.34391213978,2856.05923357004,166488.6280345316,3913.9670875184893,17.430701004053887,64375.823758460916,117703.6474359998,29860.221285268988,222427.8359401686,51357.24851165144,1958.0207890908841,248317.60194811542
157,2018-11-19,2559550.0,2324299.0201181015,92984.06214138481,22927.126723351677,207977.67602964622,60157.66332446107,4784.96310463474,171422.16745216103,997.7120928864251,0.35310101592259424,48003.780778339984,50527.83402514813,5350.072769285207,134111.16674488725,21918.455064837923,74.9679799216448,202319.36403787674
158,2018-11-26,2653766.66666667,2114995.481760052,310806.0435699477,213637.41250967697,413642.24529183866,36108.85188348757,889.5967768496924,141994.66796331984,87954.88758099248,17749.18883154944,176152.33213755453,107196.9179292327,27314.482419363183,206239.41381450245,103541.68009923311,10580.972373452867,279743.20581370353
159,2018-12-03,2144703.33333333,2012660.7640296298,89957.07528558193,21266.79987857463,205252.93102079205,57231.642374465875,4532.529257720383,165669.27359188866,26439.957788095962,1495.8474435575474,116933.76111342429,43171.00800666166,3999.8834881613097,123910.25284179917,112356.34794099844,11193.96900129,302172.29021846555
160,2018-12-10,2451681.66666667,2209672.5388304456,17944.533726001013,1007.8962887979926,92559.61009285126,33690.86098821158,834.2869827427863,136013.10758429224,51809.53249409402,8225.152730475269,135035.90125162745,13640.78675814805,218.03352375351872,84339.0083719086,121158.06170397,11985.76924685188,323983.84191461065
161,2018-12-17,2469486.66666667,2251599.165895853,3221.8411452770233,42.31330827781032,39448.12139509322,33874.628678701316,1089.0027378655616,132955.97185289607,13948.407024734151,288.61521620893376,100371.56641481211,3928.5161791083046,10.279011319615291,61085.4354190922,123231.20457759744,12067.993440586368,332496.8318794808
162,2018-12-24,3208150.0,2217838.951404689,466499.1610384637,324966.5520753856,609205.3531687272,18570.223600148114,187.6913592088398,107917.99524977287,55043.62539649151,9062.03548152087,140111.32000861756,114607.59348996836,28936.9720798778,215711.88114170017,128517.90015582854,12416.435357175378,344142.4078488183
163,2018-12-31,2746851.66666667,2015636.2689855238,367971.45727064006,253407.53202405083,489553.97415185266,10100.41734801165,27.156995547333445,88909.00400944175,14973.538558812725,371.1481146768943,100628.9956024852,48152.11695585446,5287.869269174673,125863.413071918,123607.1569064782,11978.541024728069,337524.51240182284
164,2019-01-07,2566165.0,2265917.979489526,124389.69313683888,29942.20643685632,271932.48592857487,6265.80273004658,13.587393344844552,73817.85526467899,12069.528672050696,346.0824905829321,88653.1940569574,42906.575144664894,6399.846254562489,114086.72277380803,128856.58484714164,12442.83289476237,346000.3458083756
165,2019-01-14,2554828.33333333,2141246.301366801,131540.3266496889,51713.92350629352,244164.09008070827,3128.830662943094,1.737808210527288,59933.01645433778,9309.135739407306,203.74691338727476,80604.30895584094,13005.030947785322,354.1153743099247,74817.74819836953,128433.69039853042,12439.458629157487,347107.2258355874
166,2019-01-21,1959706.66666667,1753906.1045791907,27901.495960475844,2851.530659577028,108635.66669002936,30617.318983159836,1155.6974913647075,117910.23833436564,24877.265245270937,1876.5402983098222,101737.73238393181,53127.75626955307,9731.978647441392,126858.32579044145,121306.9176358929,11802.56530277748,335718.5141634653
167,2019-01-28,2424486.66666667,1967792.9430149666,225798.5047349463,125658.07867056932,333495.4436774651,16298.171635535824,214.98527094978945,93446.67437230978,6055.345243669944,55.13106385445759,74285.05648546694,16871.272305170085,747.2560375498854,75337.93294869005,123803.01647226237,12010.422348856242,338414.35936009494
168,2019-02-04,1953060.0,1723324.125661341,55289.64757831014,10008.525028451948,153531.45589089437,8410.423944401435,32.28469958727392,72769.85752547183,33351.96558054713,3398.980409864357,110559.06883594509,4732.0996134952,36.536243273017526,51373.5720893638,120246.30181933893,11686.917944747891,332609.11356843397
169,2019-02-11,2086935.0,1731610.9577718938,123293.21098588729,42439.48441554233,235736.89597789364,4327.050857239754,4.585363630985127,58675.39271631019,17966.75580840202,908.4513403025355,95093.53462165309,38414.56402077727,5161.529975374899,105181.5180269359,53256.86441297154,2003.59796756847,261147.8956481604
170,2019-02-18,1675816.66666667,1517224.0626794389,25525.182349186078,2608.7640388057603,99786.4959950504,2203.2068025212902,0.6091923234052752,46136.38791945341,8812.906706857435,173.96829844946785,78882.56652250624,11386.119166313156,372.42776402412903,62311.198834706775,23012.314574021766,78.64083634582549,210872.5130862135
171,2019-02-25,1976413.33333333,1619016.5330774004,153587.08776472113,62609.56097442104,268134.6652423736,31785.480117413732,1276.9762487666376,117945.24574630214,7581.661501145667,135.452424484779,72281.67891319761,3127.5117184525934,17.050312507576987,39949.28386771091,87233.66585194763,8976.274345839962,257068.43244793988
172,2019-03-04,1480760.0,1355494.109841947,33214.89680530183,4064.1164775300417,115484.51403373622,16836.767043739994,245.08594200137247,92906.81833559948,1886.8245092631762,3.2988488889647707,54089.36173455405,873.8351516693162,0.8139373346274853,28090.46039993406,91724.71679424708,9132.680657693008,267571.5371848951
173,2019-03-11,1425500.0,1275043.9030709793,61869.51380588513,11782.41781742105,165471.55085282295,9042.858107284439,38.82301993869535,73945.69835247632,476.91923702015544,0.06361202111523995,38977.20094014496,236.220928820601,0.03288063679490118,19089.90561720922,89122.58725749188,8769.356772833611,266024.92788273335
174,2019-03-18,1156860.0,1096650.171488056,11700.662471461368,705.1563108039219,65103.84556519042,4630.109177684817,5.722214559879969,58308.83199804949,117.45187926045975,0.0010236603786341752,28506.52779598717,87498.51947032398,20493.42921770385,175515.98478757907,79026.22750105963,7861.350130643147,250642.27401180912
175,2019-03-25,1252230.0,1155607.0632519051,39136.50382882271,4683.657436201364,133718.82824615127,10994.317973454694,122.00082409676118,72909.60714368105,29.87320796235176,1.6730911176011928e-05,20236.125830116085,31695.16466781817,2637.6272951097635,94952.48316537873,80268.85656503438,8004.814426730015,249018.2401449317
176,2019-04-01,1209373.33333333,1139750.7775311442,7056.984410386973,302.8318820192822,49974.8961896741,5486.027744322935,19.5011015617298,57559.31965260501,7.926629311724674,2.602214943547574e-07,14591.674177683917,63357.219878478885,13039.629620479573,140078.22531556283,79905.00364616702,7983.681625206134,246779.49309810868
177,2019-04-08,1183801.66666667,1042622.058429298,285697.45001714816,186548.69793801437,389588.2457231521,6156.906074758314,32.513555635148144,58023.84336677319,2.065652492756613,4.667901640969912e-09,10463.421487509071,21147.348983953125,1108.2574537494224,81373.46383961126,77114.43635436488,7810.298588837697,243220.97367828302
178,2019-04-15,918593.333333333,914177.33809581,77935.04753645934,17773.493069927958,187717.33400434398,3055.469797430638,5.44353065916494,46177.80175618962,21808.896053788616,1471.9690558134241,92561.60250667871,6049.112453857785,54.302436947595986,53872.07289480262,70156.77252626786,7022.706722637397,235205.4291073282
179,2019-04-22,2303595.0,938647.0081759589,66791.53847494585,14608.605124099986,169290.70566961,1476.242819951412,0.7204125635493941,35309.74276232699,5178.364194318703,48.455085555834,62261.29150317632,31103.89463677427,3408.94825053578,93179.28873509908,66969.20498134565,6670.39047427709,228032.92664088757
180,2019-04-29,890675.0,863861.2487678188,12736.355625888793,764.5344900374337,68125.7278094317,755.5659881685599,0.090438486900346,28040.160055308825,77111.6597380658,14588.670447780745,162218.19497548704,50874.0965120555,9033.05451023891,122521.21485014845,61691.32360217151,6092.666121072002,220912.1169898274
181,2019-05-06,989913.333333334,946705.8079139262,41530.48644871879,5421.76048278443,137460.1286632207,379.179112053401,0.013854537472948179,22618.088688277363,22463.923695685407,1005.6628959469529,110578.64380744813,16027.886915323586,678.6288506281958,71972.64438985828,70192.93846366141,7306.294541754215,226606.24447072594
182,2019-05-13,915791.666666667,887259.9572253784,7549.774453144064,337.0920434550891,51810.03115776854,199.0007665834229,0.0019242491993713277,18116.034207397086,23502.199613047098,1579.7992768495417,105192.72116024239,95234.8862878343,22779.977782665384,184866.92018732836,26600.117344402028,588.0082299376381,183328.75749641814
183,2019-05-20,746205.0,707405.5860216696,211097.41958528128,109715.6929123014,321479.19569103786,8257.410365875232,79.17526729903744,63143.75123069951,34186.83115402059,3677.232358772402,116038.6958772393,35811.6793937483,3066.332488664393,104588.17818170694,10361.581425134527,18.765769063752938,148316.11854023742
184,2019-05-27,723785.0,732936.2920697462,50387.10778425411,8631.752503678461,144799.7807352722,8667.73871205693,79.23827146905394,64807.05402733338,8690.883077603992,106.73874848475906,84966.8359063792,10679.30552963405,171.47640150806302,69876.39937089881,40849.26407731217,3524.236699832028,173741.91355037282
185,2019-06-03,903125.0,851240.1650870679,9496.4523529067,399.7337440083538,61041.94600212512,4378.134361688879,13.382364353329606,50262.990700919654,13988.795467335394,531.447522554321,87082.89637959692,3055.7140332116933,7.658359193230693,48707.306831656926,55038.22774332517,5569.146028467545,192386.13811344685
186,2019-06-10,672250.0,665613.6408675858,1675.9969057907263,16.422777047332126,24767.04590297259,2171.6620085568175,2.067719253887872,39220.68856130402,3445.96193027743,12.659567008922116,65884.71129294229,2196.788088545023,12.609735507597538,38105.43235519885,47191.16054649088,4245.8781609772395,187049.51002894915
187,2019-06-17,739783.333333334,702744.7144409943,297.833314712953,0.6762631388318712,9876.24026219452,1088.7505037845212,0.2734462270850693,29987.51881905125,879.0506225113804,0.24184653345736618,48662.95071297452,584.0765713256186,0.531415363473999,26049.259118901413,49481.167727314154,4658.721682497546,188483.5354844088
188,2019-06-24,831833.333333334,735805.2223704641,61602.47822696723,10039.205028416629,169859.1464367095,536.5427232061302,0.03673392275992189,23033.06039108681,219.0961019974764,0.004140726836328573,35663.372148605595,156.5477179739878,0.021666320713572836,18420.324807647132,50877.18926221662,4776.2663621940865,191342.31381125303
189,2019-07-01,939896.666666667,827922.2148633148,11247.974160704995,659.1897144965935,64636.655464969954,277.9463494959806,0.004816802831790229,18621.78708941854,56.58048637557913,6.440434491389257e-05,25208.899105702727,42.75988753550524,0.000876971366372507,12215.504929174811,60028.91394985,6155.531210770663,203671.82511754698
