week_start,layer,revenue,orders,promo_flag,advent_flag,jan_dip_flag,spring_flag,schulbeginn_flag,summer_lull_flag,spend_search_brand,spend_search_generic,spend_meta,spend_display_video,spend_print_regional,spend_radio,spend_other
2022-09-26,P-SB,92954.325455,978,1,0,0,0,0,0,872.000000,2096.000000,1783.000000,1347.000000,0.000000,0.000000,0.000000
2022-10-03,P-SB,88268.550914,929,0,0,0,0,0,0,691.000000,2425.000000,1864.000000,1405.000000,4866.000000,0.000000,0.000000
2022-10-10,P-SB,91042.054763,958,0,0,0,0,0,0,677.000000,2815.000000,2851.000000,1230.000000,3952.000000,3235.000000,0.000000
2022-10-17,P-SB,94226.964416,992,0,0,0,0,0,0,700.000000,2783.000000,3235.000000,964.000000,0.000000,4099.000000,0.000000
2022-10-24,P-SB,90088.556759,948,0,0,0,0,0,0,717.000000,2896.000000,1589.000000,1320.000000,0.000000,3306.000000,0.000000
2022-10-31,P-SB,96401.981001,1015,1,0,0,0,0,0,697.000000,2754.000000,1993.000000,956.000000,0.000000,0.000000,0.000000
2022-11-07,P-SB,89815.368143,945,0,0,0,0,0,0,646.000000,2596.000000,1553.000000,1290.000000,0.000000,3645.000000,0.000000
2022-11-14,P-SB,85132.573652,896,0,0,0,0,0,0,725.000000,2564.000000,1633.000000,1329.000000,0.000000,3611.000000,0.000000
2022-11-21,P-SB,95682.586270,1007,1,0,0,0,0,0,579.000000,2781.000000,1562.000000,1009.000000,0.000000,3554.000000,0.000000
2022-11-28,P-SB,133692.224817,1273,0,1,0,0,0,0,724.000000,4843.000000,6490.000000,1096.000000,5119.000000,3210.000000,0.000000
2022-12-05,P-SB,127694.591474,1216,0,1,0,0,0,0,706.000000,4425.000000,3736.000000,991.000000,5388.000000,3657.000000,0.000000
2022-12-12,P-SB,144714.431408,1378,1,1,0,0,0,0,778.000000,4783.000000,4019.000000,1068.000000,5086.000000,3182.000000,0.000000
2022-12-19,P-SB,144705.216711,1378,1,1,0,0,0,0,710.000000,4398.000000,3840.000000,984.000000,5269.000000,0.000000,0.000000
2022-12-26,P-SB,99028.477615,1042,0,0,0,0,0,0,729.000000,2668.000000,2230.000000,944.000000,0.000000,0.000000,0.000000
2023-01-02,P-SB,92760.497795,976,0,0,0,0,0,0,643.000000,2570.000000,1879.000000,935.000000,5261.000000,0.000000,0.000000
2023-01-09,P-SB,82187.714082,865,0,0,1,0,0,0,710.000000,2476.000000,2797.000000,1299.000000,4627.000000,0.000000,0.000000
2023-01-16,P-SB,79429.257531,836,0,0,1,0,0,0,747.000000,2558.000000,1764.000000,1227.000000,0.000000,3492.000000,0.000000
2023-01-23,P-SB,76070.094216,801,0,0,1,0,0,0,761.000000,2159.000000,1478.000000,1364.000000,0.000000,3338.000000,0.000000
2023-01-30,P-SB,79033.486630,832,0,0,1,0,0,0,707.000000,2401.000000,2066.000000,1148.000000,0.000000,3687.000000,0.000000
2023-02-06,P-SB,91600.792669,964,0,0,0,0,0,0,795.000000,2383.000000,2151.000000,1406.000000,0.000000,0.000000,0.000000
2023-02-13,P-SB,85439.456844,899,0,0,0,0,0,0,777.000000,2522.000000,1813.000000,1006.000000,0.000000,0.000000,0.000000
2023-02-20,P-SB,87733.633481,924,0,0,0,0,0,0,661.000000,2460.000000,3550.000000,1184.000000,0.000000,0.000000,0.000000
2023-02-27,P-SB,88637.592250,933,0,0,0,0,0,0,552.000000,2537.000000,2177.000000,1156.000000,0.000000,0.000000,0.000000
2023-03-06,P-SB,85727.773913,902,0,0,0,0,0,0,634.000000,2547.000000,2348.000000,1021.000000,0.000000,0.000000,0.000000
2023-03-13,P-SB,83486.319010,879,0,0,0,0,0,0,704.000000,2224.000000,1770.000000,1060.000000,0.000000,0.000000,0.000000
2023-03-20,P-SB,79543.922852,837,0,0,0,0,0,0,710.000000,2256.000000,2270.000000,999.000000,0.000000,0.000000,0.000000
2023-03-27,P-SB,95869.102066,1009,1,0,0,0,0,0,682.000000,2726.000000,1844.000000,1199.000000,0.000000,0.000000,0.000000
2023-04-03,P-SB,96957.552708,1021,0,0,0,1,0,0,675.000000,2832.000000,3855.000000,1081.000000,0.000000,0.000000,0.000000
2023-04-10,P-SB,93512.501950,984,0,0,0,1,0,0,739.000000,2968.000000,1194.000000,1253.000000,0.000000,0.000000,0.000000
2023-04-17,P-SB,94333.397549,993,0,0,0,1,0,0,665.000000,3161.000000,1865.000000,1241.000000,0.000000,0.000000,0.000000
2023-04-24,P-SB,101482.091199,1068,1,0,0,1,0,0,572.000000,2935.000000,2101.000000,1163.000000,0.000000,0.000000,0.000000
2023-05-01,P-SB,101628.314246,1070,0,0,0,1,0,0,681.000000,3434.000000,1613.000000,1084.000000,5150.000000,0.000000,0.000000
2023-05-08,P-SB,100667.122220,1060,0,0,0,1,0,0,761.000000,2817.000000,1231.000000,1142.000000,5219.000000,0.000000,0.000000
2023-05-15,P-SB,109004.050823,1147,1,0,0,1,0,0,649.000000,2879.000000,3226.000000,1312.000000,0.000000,0.000000,0.000000
2023-05-22,P-SB,104217.567968,1097,0,0,0,1,0,0,738.000000,2597.000000,1907.000000,1224.000000,0.000000,2934.000000,0.000000
2023-05-29,P-SB,102016.817069,1074,0,0,0,1,0,0,735.000000,3169.000000,2119.000000,1138.000000,0.000000,3458.000000,0.000000
2023-06-05,P-SB,89388.391756,941,0,0,0,0,0,0,699.000000,2423.000000,2172.000000,1153.000000,0.000000,3632.000000,0.000000
2023-06-12,P-SB,99523.075218,1048,0,0,0,0,0,0,725.000000,2623.000000,1982.000000,1465.000000,5585.000000,0.000000,0.000000
2023-06-19,P-SB,98155.508240,1033,0,0,0,0,0,0,645.000000,2603.000000,1532.000000,1139.000000,4855.000000,3109.000000,0.000000
2023-06-26,P-SB,106867.429020,1125,1,0,0,0,0,0,704.000000,2988.000000,3257.000000,1160.000000,0.000000,3344.000000,0.000000
2023-07-03,P-SB,89117.286113,938,0,0,0,0,0,0,790.000000,2611.000000,2141.000000,1297.000000,0.000000,3613.000000,0.000000
2023-07-10,P-SB,98811.556727,1040,1,0,0,0,0,0,695.000000,2418.000000,2266.000000,1131.000000,0.000000,0.000000,0.000000
2023-07-17,P-SB,80774.592038,850,0,0,0,0,0,1,634.000000,2410.000000,2023.000000,987.000000,0.000000,0.000000,0.000000
2023-07-24,P-SB,79165.440939,833,0,0,0,0,0,1,788.000000,2660.000000,2572.000000,1078.000000,0.000000,0.000000,0.000000
2023-07-31,P-SB,79472.670765,837,0,0,0,0,0,1,618.000000,2120.000000,1806.000000,1138.000000,0.000000,0.000000,0.000000
2023-08-07,P-SB,81501.776998,858,0,0,0,0,0,1,799.000000,2400.000000,3587.000000,1188.000000,0.000000,0.000000,0.000000
2023-08-14,P-SB,80710.758388,850,0,0,0,0,0,1,706.000000,2193.000000,2052.000000,1162.000000,0.000000,0.000000,0.000000
2023-08-21,P-SB,91876.305547,967,0,0,0,0,0,0,737.000000,2307.000000,1926.000000,1052.000000,5031.000000,0.000000,0.000000
2023-08-28,P-SB,87936.977154,926,0,0,0,0,0,0,721.000000,2740.000000,1592.000000,1210.000000,5539.000000,0.000000,0.000000
2023-09-04,P-SB,108727.659549,1145,0,0,0,0,1,0,701.000000,2318.000000,1584.000000,1300.000000,5455.000000,0.000000,0.000000
2023-09-11,P-SB,106337.831274,1119,0,0,0,0,1,0,765.000000,2410.000000,2006.000000,1007.000000,5073.000000,0.000000,0.000000
2023-09-18,P-SB,93386.605467,983,0,0,0,0,0,0,695.000000,2668.000000,3723.000000,1518.000000,0.000000,0.000000,0.000000
2023-09-25,P-SB,95206.304027,1002,0,0,0,0,0,0,651.000000,2192.000000,2538.000000,1038.000000,0.000000,0.000000,0.000000
2023-10-02,P-SB,92868.988326,978,0,0,0,0,0,0,703.000000,2523.000000,2014.000000,1437.000000,0.000000,0.000000,0.000000
2023-10-09,P-SB,86105.416818,906,0,0,0,0,0,0,595.000000,2260.000000,1166.000000,1410.000000,0.000000,0.000000,0.000000
2023-10-16,P-SB,96780.408002,1019,1,0,0,0,0,0,691.000000,2540.000000,1571.000000,1387.000000,0.000000,0.000000,0.000000
2023-10-23,P-SB,89812.303658,945,0,0,0,0,0,0,594.000000,2410.000000,1497.000000,1346.000000,0.000000,0.000000,0.000000
2023-10-30,P-SB,107136.163818,1128,1,0,0,0,0,0,701.000000,2702.000000,3311.000000,1031.000000,5101.000000,0.000000,0.000000
2023-11-06,P-SB,96715.520590,1018,0,0,0,0,0,0,744.000000,2484.000000,2141.000000,1103.000000,5028.000000,3479.000000,0.000000
2023-11-13,P-SB,97612.234878,1027,0,0,0,0,0,0,739.000000,2594.000000,2088.000000,1296.000000,0.000000,3214.000000,0.000000
2023-11-20,P-SB,104489.541962,1100,1,0,0,0,0,0,692.000000,2789.000000,2087.000000,1063.000000,0.000000,3350.000000,0.000000
2023-11-27,P-SB,136254.200573,1298,0,1,0,0,0,0,538.000000,4735.000000,3367.000000,1316.000000,4384.000000,3454.000000,0.000000
2023-12-04,P-SB,135496.619356,1290,0,1,0,0,0,0,672.000000,5018.000000,3685.000000,1041.000000,5175.000000,3310.000000,0.000000
2023-12-11,P-SB,155158.065066,1478,1,1,0,0,0,0,777.000000,4894.000000,6826.000000,1018.000000,4024.000000,3509.000000,0.000000
2023-12-18,P-SB,152403.145991,1451,1,1,0,0,0,0,663.000000,4937.000000,4425.000000,1216.000000,5280.000000,0.000000,0.000000
2023-12-25,P-SB,94557.512318,995,0,0,0,0,0,0,733.000000,2358.000000,2399.000000,1127.000000,0.000000,0.000000,0.000000
2022-01-03,P-SC,81649.356075,859,0,0,0,0,0,0,654.000000,2100.000000,2243.000000,1034.000000,0.000000,3610.000000,0.000000
2022-01-10,P-SC,67738.399715,713,0,0,1,0,0,0,673.000000,2575.000000,1879.000000,1028.000000,0.000000,3283.000000,0.000000
2022-01-17,P-SC,66243.672667,697,0,0,1,0,0,0,648.000000,2377.000000,2078.000000,1206.000000,0.000000,3720.000000,0.000000
2022-01-24,P-SC,62307.905352,656,0,0,1,0,0,0,714.000000,2438.000000,1897.000000,1384.000000,0.000000,3709.000000,0.000000
2022-01-31,P-SC,70738.343841,745,0,0,1,0,0,0,659.000000,2535.000000,2399.000000,1071.000000,0.000000,3650.000000,0.000000
2022-02-07,P-SC,82680.457506,870,0,0,0,0,0,0,797.000000,2249.000000,4003.000000,1253.000000,0.000000,3261.000000,0.000000
2022-02-14,P-SC,80252.576603,845,0,0,0,0,0,0,637.000000,2255.000000,1513.000000,1148.000000,0.000000,0.000000,0.000000
2022-02-21,P-SC,82657.137048,870,0,0,0,0,0,0,639.000000,2770.000000,1673.000000,944.000000,4036.000000,0.000000,0.000000
2022-02-28,P-SC,84806.885315,893,0,0,0,0,0,0,621.000000,2486.000000,2046.000000,1117.000000,5214.000000,0.000000,0.000000
2022-03-07,P-SC,81587.364349,859,0,0,0,0,0,0,724.000000,2712.000000,1738.000000,1160.000000,0.000000,0.000000,0.000000
2022-03-14,P-SC,85516.798296,900,0,0,0,0,0,0,630.000000,2783.000000,1963.000000,1537.000000,0.000000,0.000000,0.000000
2022-03-21,P-SC,85777.439950,903,0,0,0,0,0,0,764.000000,2571.000000,3586.000000,1210.000000,5174.000000,0.000000,0.000000
2022-03-28,P-SC,79282.462938,835,0,0,0,0,0,0,653.000000,2306.000000,2415.000000,1143.000000,4799.000000,0.000000,0.000000
2022-04-04,P-SC,94134.471280,991,0,0,0,1,0,0,745.000000,3366.000000,2445.000000,1254.000000,0.000000,0.000000,0.000000
2022-04-11,P-SC,92214.073649,971,0,0,0,1,0,0,815.000000,2949.000000,2314.000000,1341.000000,0.000000,0.000000,0.000000
2022-04-18,P-SC,83775.239445,882,0,0,0,1,0,0,653.000000,2885.000000,1711.000000,1195.000000,0.000000,0.000000,0.000000
2022-04-25,P-SC,99201.164683,1044,1,0,0,1,0,0,513.000000,3079.000000,1938.000000,1280.000000,0.000000,0.000000,0.000000
2022-05-02,P-SC,87657.308650,923,0,0,0,1,0,0,738.000000,3176.000000,3434.000000,808.000000,0.000000,0.000000,0.000000
2022-05-09,P-SC,91200.420457,960,0,0,0,1,0,0,738.000000,3107.000000,2063.000000,1054.000000,0.000000,3290.000000,0.000000
2022-05-16,P-SC,101805.377723,1072,1,0,0,1,0,0,697.000000,2923.000000,2057.000000,1038.000000,0.000000,3728.000000,0.000000
2022-05-23,P-SC,92186.848104,970,0,0,0,1,0,0,700.000000,3185.000000,1956.000000,1162.000000,0.000000,3367.000000,0.000000
2022-05-30,P-SC,92976.804911,979,0,0,0,1,0,0,771.000000,2852.000000,2266.000000,1183.000000,0.000000,0.000000,0.000000
2022-06-06,P-SC,78090.320290,822,0,0,0,0,0,0,602.000000,2580.000000,2104.000000,1236.000000,0.000000,0.000000,0.000000
2022-06-13,P-SC,84859.558451,893,1,0,0,0,0,0,698.000000,2451.000000,3403.000000,1169.000000,0.000000,0.000000,0.000000
2022-06-20,P-SC,77467.318254,815,0,0,0,0,0,0,810.000000,2315.000000,2198.000000,1194.000000,4995.000000,0.000000,0.000000
2022-06-27,P-SC,96766.095170,1019,1,0,0,0,0,0,666.000000,2640.000000,2057.000000,1123.000000,5359.000000,0.000000,0.000000
2022-07-04,P-SC,85212.560802,897,0,0,0,0,0,0,696.000000,2599.000000,2109.000000,1272.000000,0.000000,0.000000,0.000000
2022-07-11,P-SC,86204.425960,907,0,0,0,0,0,0,694.000000,2396.000000,2185.000000,1145.000000,0.000000,0.000000,0.000000
2022-07-18,P-SC,75446.802162,794,0,0,0,0,0,1,763.000000,2387.000000,1944.000000,951.000000,0.000000,0.000000,0.000000
2022-07-25,P-SC,75419.193913,794,0,0,0,0,0,1,604.000000,2526.000000,3894.000000,1314.000000,0.000000,0.000000,0.000000
2022-08-01,P-SC,74511.152339,784,0,0,0,0,0,1,677.000000,2698.000000,1849.000000,1125.000000,0.000000,0.000000,0.000000
2022-08-08,P-SC,86729.550056,913,1,0,0,0,0,1,752.000000,2788.000000,2739.000000,1332.000000,0.000000,0.000000,0.000000
2022-08-15,P-SC,84527.743639,890,0,0,0,0,0,1,777.000000,2409.000000,2324.000000,1166.000000,5585.000000,0.000000,0.000000
2022-08-22,P-SC,86147.442183,907,0,0,0,0,0,0,631.000000,2639.000000,2348.000000,1135.000000,4926.000000,0.000000,0.000000
2022-08-29,P-SC,83862.444004,883,0,0,0,0,0,0,727.000000,2715.000000,1761.000000,1113.000000,0.000000,0.000000,0.000000
2022-09-05,P-SC,111528.700142,1174,1,0,0,0,1,0,689.000000,2290.000000,3718.000000,927.000000,5295.000000,0.000000,0.000000
2022-09-12,P-SC,96410.497024,1015,0,0,0,0,1,0,727.000000,2489.000000,1718.000000,1278.000000,5846.000000,0.000000,0.000000
2022-09-19,P-SC,98023.957357,1032,1,0,0,0,0,0,792.000000,2215.000000,1766.000000,1507.000000,0.000000,0.000000,0.000000
2022-09-26,P-SC,82422.131311,868,0,0,0,0,0,0,609.000000,2486.000000,2210.000000,1098.000000,0.000000,0.000000,0.000000
2022-10-03,P-SC,90330.618978,951,0,0,0,0,0,0,650.000000,2644.000000,2511.000000,1213.000000,4954.000000,0.000000,0.000000
2022-10-10,P-SC,90040.922045,948,0,0,0,0,0,0,684.000000,2570.000000,2139.000000,1138.000000,5131.000000,0.000000,0.000000
2022-10-17,P-SC,89811.938720,945,0,0,0,0,0,0,576.000000,2688.000000,3813.000000,1000.000000,0.000000,0.000000,0.000000
2022-10-24,P-SC,85280.237087,898,0,0,0,0,0,0,596.000000,2525.000000,1756.000000,1011.000000,0.000000,0.000000,0.000000
2022-10-31,P-SC,82355.513861,867,0,0,0,0,0,0,687.000000,2279.000000,1355.000000,1312.000000,0.000000,0.000000,0.000000
2022-11-07,P-SC,83709.009942,881,0,0,0,0,0,0,738.000000,2498.000000,2589.000000,1291.000000,0.000000,3513.000000,0.000000
2022-11-14,P-SC,84834.183727,893,0,0,0,0,0,0,710.000000,2802.000000,1616.000000,1077.000000,0.000000,3606.000000,0.000000
2022-11-21,P-SC,93490.726568,984,1,0,0,0,0,0,673.000000,2265.000000,1798.000000,1312.000000,0.000000,3199.000000,0.000000
2022-11-28,P-SC,128104.281623,1220,0,1,0,0,0,0,702.000000,5195.000000,6834.000000,1096.000000,5397.000000,3692.000000,0.000000
2022-12-05,P-SC,128893.305148,1228,0,1,0,0,0,0,731.000000,4741.000000,3203.000000,1073.000000,5209.000000,3827.000000,0.000000
2022-12-12,P-SC,145057.564889,1382,1,1,0,0,0,0,726.000000,4735.000000,3309.000000,1090.000000,4839.000000,3434.000000,0.000000
2022-12-19,P-SC,137516.468235,1310,1,1,0,0,0,0,614.000000,4576.000000,3808.000000,1384.000000,5047.000000,0.000000,0.000000
2022-12-26,P-SC,88380.317769,930,0,0,0,0,0,0,608.000000,2802.000000,1676.000000,1259.000000,0.000000,0.000000,0.000000
2023-01-02,P-SC,81718.080639,860,0,0,0,0,0,0,753.000000,1876.000000,1910.000000,1107.000000,0.000000,0.000000,0.000000
2023-01-09,P-SC,72951.906895,768,0,0,1,0,0,0,597.000000,2611.000000,3820.000000,1343.000000,0.000000,0.000000,0.000000
2023-01-16,P-SC,74776.201721,787,0,0,1,0,0,0,755.000000,2803.000000,2029.000000,1290.000000,0.000000,3822.000000,0.000000
2023-01-23,P-SC,78832.858682,830,0,0,1,0,0,0,740.000000,2535.000000,1977.000000,1130.000000,5579.000000,3519.000000,0.000000
2023-01-30,P-SC,73388.278860,773,0,0,1,0,0,0,659.000000,2563.000000,2101.000000,900.000000,5481.000000,3585.000000,0.000000
2023-02-06,P-SC,90479.787490,952,0,0,0,0,0,0,706.000000,2908.000000,1454.000000,1020.000000,0.000000,0.000000,0.000000
2023-02-13,P-SC,94409.238314,994,1,0,0,0,0,0,740.000000,2255.000000,1855.000000,1029.000000,0.000000,0.000000,0.000000
2023-02-20,P-SC,86294.614986,908,0,0,0,0,0,0,679.000000,2672.000000,4256.000000,1228.000000,0.000000,0.000000,0.000000
2023-02-27,P-SC,81652.696872,860,0,0,0,0,0,0,653.000000,2338.000000,2342.000000,1210.000000,0.000000,0.000000,0.000000
2023-03-06,P-SC,89444.835410,942,0,0,0,0,0,0,740.000000,2508.000000,1917.000000,1289.000000,5099.000000,0.000000,0.000000
2023-03-13,P-SC,85601.717691,901,0,0,0,0,0,0,735.000000,2765.000000,1488.000000,1053.000000,4996.000000,0.000000,0.000000
2023-03-20,P-SC,87722.575623,923,0,0,0,0,0,0,765.000000,2358.000000,1873.000000,1076.000000,0.000000,3298.000000,0.000000
2023-03-27,P-SC,91529.186957,963,1,0,0,0,0,0,638.000000,2582.000000,2137.000000,1560.000000,0.000000,3883.000000,0.000000
2023-04-03,P-SC,96094.495372,1012,0,0,0,1,0,0,720.000000,2794.000000,3282.000000,1303.000000,0.000000,3079.000000,0.000000
2023-04-10,P-SC,96736.287081,1018,0,0,0,1,0,0,699.000000,2985.000000,2513.000000,1478.000000,0.000000,0.000000,0.000000
2023-04-17,P-SC,97050.427730,1022,0,0,0,1,0,0,758.000000,3124.000000,1717.000000,1231.000000,0.000000,0.000000,0.000000
2023-04-24,P-SC,102994.645781,1084,1,0,0,1,0,0,682.000000,3111.000000,1883.000000,1195.000000,0.000000,0.000000,0.000000
2023-05-01,P-SC,96096.815879,1012,0,0,0,1,0,0,637.000000,2938.000000,1943.000000,1154.000000,4782.000000,0.000000,0.000000
2023-05-08,P-SC,97413.887409,1025,0,0,0,1,0,0,719.000000,2974.000000,2120.000000,1283.000000,4726.000000,3916.000000,0.000000
2023-05-15,P-SC,113757.192150,1197,1,0,0,1,0,0,598.000000,3049.000000,3526.000000,1572.000000,0.000000,3432.000000,0.000000
2023-05-22,P-SC,105919.312421,1115,0,0,0,1,0,0,640.000000,2941.000000,2803.000000,1182.000000,0.000000,3465.000000,0.000000
2023-05-29,P-SC,102989.016076,1084,0,0,0,1,0,0,689.000000,2879.000000,1520.000000,1174.000000,5083.000000,0.000000,0.000000
2023-06-05,P-SC,88419.826634,931,0,0,0,0,0,0,770.000000,2943.000000,2177.000000,1228.000000,4795.000000,0.000000,0.000000
2023-06-12,P-SC,96201.586629,1013,1,0,0,0,0,0,614.000000,2556.000000,2152.000000,995.000000,0.000000,0.000000,0.000000
2023-06-19,P-SC,86244.848181,908,0,0,0,0,0,0,671.000000,2328.000000,1574.000000,1131.000000,0.000000,0.000000,0.000000
2023-06-26,P-SC,86141.956569,907,0,0,0,0,0,0,674.000000,3137.000000,3441.000000,1141.000000,0.000000,0.000000,0.000000
