week,week_start,channel,median,lo,hi,revenue
56,2016-12-12,Baseline,2181001.965663274,,,2380508.33333333
56,2016-12-12,TV,27377.560079576448,2960.6928482321305,103541.97515668692,2380508.33333333
56,2016-12-12,Out-of-home,76924.43769394026,5733.990843764169,202243.71938512416,2380508.33333333
56,2016-12-12,Print,3326.632939004935,3.379605762881535,75991.65848483074,2380508.33333333
56,2016-12-12,Facebook,72521.37316768957,14474.81075007882,159372.46428103087,2380508.33333333
56,2016-12-12,Search,73732.61590877394,7625.012564737223,223911.6493785496,2380508.33333333
57,2016-12-19,Baseline,1993805.5640436967,,,2230915.0
57,2016-12-19,TV,5062.805321287808,132.13918187668477,42610.77053479556,2230915.0
57,2016-12-19,Out-of-home,122673.4955620497,19480.937873236147,262374.8272229684,2230915.0
57,2016-12-19,Print,882.8296573246503,0.0577261172019312,58475.34490678546,2230915.0
57,2016-12-19,Facebook,43890.892971111054,5884.724236410302,121193.80564938045,2230915.0
57,2016-12-19,Search,71209.39180375311,7347.390882632701,223423.9413717278,2230915.0
58,2016-12-26,Baseline,2115860.397826085,,,3659425.0
58,2016-12-26,TV,413582.493941724,293716.96254989126,529649.6111850631,3659425.0
58,2016-12-26,Out-of-home,89935.14323816013,8189.489192515068,219524.03618853283,3659425.0
58,2016-12-26,Print,224.55952310735057,0.000842350872116,44133.30441304579,3659425.0
58,2016-12-26,Facebook,107765.45735376696,27360.398516179663,205929.19480862303,3659425.0
58,2016-12-26,Search,75747.96637127652,7781.362864377884,232438.8768661137,3659425.0
59,2017-01-02,Baseline,2046743.8499657176,,,2827008.33333333
59,2017-01-02,TV,322964.54045196035,220971.116808708,433928.4746130127,2827008.33333333
59,2017-01-02,Out-of-home,133671.4212761192,21727.54921945912,284042.3134423746,2827008.33333333
59,2017-01-02,Print,124860.79431023433,25850.807539547288,250190.81004602232,2827008.33333333
59,2017-01-02,Facebook,96511.99821402934,22556.73162506441,192871.28860351496,2827008.33333333
59,2017-01-02,Search,74989.10756043383,7650.070424657642,233141.20518420465,2827008.33333333
60,2017-01-09,Baseline,1875245.720358923,,,2042143.33333333
60,2017-01-09,TV,97900.49418503384,21354.39397659428,228566.00275248848,2042143.33333333
60,2017-01-09,Out-of-home,102986.35291040243,10671.530297840422,237696.01272264385,2042143.33333333
60,2017-01-09,Print,45562.00413780835,4581.010054611399,145912.24990008978,2042143.33333333
60,2017-01-09,Facebook,104117.09143869588,25436.05706320715,205344.0038597796,2042143.33333333
60,2017-01-09,Search,73255.50719216878,7470.049055124685,231510.3858939841,2042143.33333333
61,2017-01-16,Baseline,1830471.900862821,,,2113358.33333333
61,2017-01-16,TV,82611.88555510195,21976.726602486742,188241.43185078705,2113358.33333333
61,2017-01-16,Out-of-home,71397.35925812257,2660.783082545771,206846.71646481843,2113358.33333333
61,2017-01-16,Print,26510.88221788391,1727.6233603043115,122123.19086480116,2113358.33333333
61,2017-01-16,Facebook,110661.49892480364,27489.08570741462,214511.51416753192,2113358.33333333
61,2017-01-16,Search,70086.26130047244,7181.495285593561,229634.69852765137,2113358.33333333
62,2017-01-23,Baseline,1881122.9127690948,,,2179918.33333333
62,2017-01-23,TV,16096.05182296297,1061.8550511650194,80276.96350587744,2179918.33333333
62,2017-01-23,Out-of-home,46669.14528787081,392.068419887761,183063.1105000997,2179918.33333333
62,2017-01-23,Print,75554.17491108394,15166.29142511725,162905.93333344677,2179918.33333333
62,2017-01-23,Facebook,116001.54343081816,29099.158565556903,225194.1904235017,2179918.33333333
62,2017-01-23,Search,71147.12799781203,7333.009652649461,229820.53235376911,2179918.33333333
63,2017-01-30,Baseline,1886096.9895465395,,,2370613.33333333
63,2017-01-30,TV,259658.80002484407,160672.36420782006,365933.4668999558,2370613.33333333
63,2017-01-30,Out-of-home,29126.071977218555,57.24162485948661,157791.73959123823,2370613.33333333
63,2017-01-30,Print,21660.280437702364,823.2358839990604,115802.49389985352,2370613.33333333
63,2017-01-30,Facebook,100659.87586581302,23139.014078028467,202801.91521625337,2370613.33333333
63,2017-01-30,Search,72653.65169796183,7495.697242512144,231956.8405122868,2370613.33333333
64,2017-02-06,Baseline,1635389.3195462583,,,1814556.66666667
64,2017-02-06,TV,67454.19906152331,14181.979664535022,172157.7530147669,1814556.66666667
64,2017-02-06,Out-of-home,16368.660240916935,8.18118622056065,136803.2644014781,1814556.66666667
64,2017-02-06,Print,6130.021935397315,15.199107544781878,88121.29607846048,1814556.66666667
64,2017-02-06,Facebook,40036.85725486296,2745.2048376195185,129461.94560995548,1814556.66666667
64,2017-02-06,Search,63219.444809641245,6222.474980257832,221651.5584227771,1814556.66666667
65,2017-02-13,Baseline,1677971.82837247,,,1951668.33333333
65,2017-02-13,TV,12971.411964278228,650.9519123066195,75138.79524665457,1951668.33333333
65,2017-02-13,Out-of-home,81387.79044385803,9957.455059359245,199203.1925258648,1951668.33333333
65,2017-02-13,Print,1656.058265915949,0.244362971562529,69052.84541554902,1951668.33333333
65,2017-02-13,Facebook,115516.01945324049,29448.05445002205,219337.834897276,1951668.33333333
65,2017-02-13,Search,24482.97164975455,451.3248557144243,178792.55049418626,1951668.33333333
66,2017-02-20,Baseline,1633879.728004099,,,1918238.33333333
66,2017-02-20,TV,2359.340920458095,27.660319605769928,30998.649974613683,1918238.33333333
66,2017-02-20,Out-of-home,51739.88702662814,2478.9253141334366,168240.6409466502,1918238.33333333
66,2017-02-20,Print,69366.65476953698,12634.179065695502,153298.70671021353,1918238.33333333
66,2017-02-20,Facebook,48394.65754501107,5062.392596469673,134115.0091051452,1918238.33333333
66,2017-02-20,Search,9476.706602144084,13.554970731800818,145706.8137717437,1918238.33333333
67,2017-02-27,Baseline,1324288.1947379862,,,1472390.0
67,2017-02-27,TV,415.2046611181364,1.132277543835936,12376.171547494225,1472390.0
67,2017-02-27,Out-of-home,31089.70565317913,399.2826230611177,138448.43430820951,1472390.0
67,2017-02-27,Print,19496.344297876934,715.5586847859217,107995.54328058568,1472390.0
67,2017-02-27,Facebook,144944.16923048277,37009.78884541759,276357.9359303354,1472390.0
67,2017-02-27,Search,35327.64291046717,2811.795230844279,165553.9208677817,1472390.0
68,2017-03-06,Baseline,1293143.7572747697,,,1477865.0
68,2017-03-06,TV,72.55638140711926,0.0486134776438862,4842.251634530405,1477865.0
68,2017-03-06,Out-of-home,17524.917090677503,64.33962634679602,116935.41808221344,1477865.0
68,2017-03-06,Print,87528.96255084084,18002.393528163095,176166.5869520978,1477865.0
68,2017-03-06,Facebook,71407.16597459091,9606.919390422378,173524.0043306107,1477865.0
68,2017-03-06,Search,43770.53368438999,3917.017436235616,175822.4917523064,1477865.0
69,2017-03-13,Baseline,1161802.962590109,,,1300166.66666667
69,2017-03-13,TV,96198.96030799617,23249.640073384373,211018.01097141329,1300166.66666667
69,2017-03-13,Out-of-home,9642.384124146613,8.430646830856688,99220.9636827251,1300166.66666667
69,2017-03-13,Print,26398.480921182498,1381.7972525794546,120726.51606279596,1300166.66666667
69,2017-03-13,Facebook,25834.60660252781,680.1088353504433,116068.76034325392,1300166.66666667
69,2017-03-13,Search,43831.76911983406,3823.778197846584,177707.89556515837,1300166.66666667
70,2017-03-20,Baseline,1047392.7388966226,,,1160205.0
70,2017-03-20,TV,18566.697662991864,1596.3843051914423,84010.58842703087,1160205.0
70,2017-03-20,Out-of-home,4958.3547117202925,0.9961742162555434,79321.62680599173,1160205.0
70,2017-03-20,Print,108939.38979647166,23201.46656225575,210384.5763534179,1160205.0
70,2017-03-20,Facebook,7832.460606529647,35.374035843817204,81935.51593214255,1160205.0
70,2017-03-20,Search,41169.814872686125,3339.0013900547547,175815.77356007474,1160205.0
71,2017-03-27,Baseline,1239923.9384737602,,,1356871.66666667
71,2017-03-27,TV,3395.420176993168,70.38617459955782,33005.72996644688,1356871.66666667
71,2017-03-27,Out-of-home,30378.963738404105,1069.764065048842,121301.19133847988,1356871.66666667
71,2017-03-27,Print,36386.37610678214,2661.0523213475026,136917.35761585122,1356871.66666667
71,2017-03-27,Facebook,49758.74885383237,8571.455982270085,124200.66266989212,1356871.66666667
71,2017-03-27,Search,47016.40780011244,4422.890501403164,182244.92388371637,1356871.66666667
72,2017-04-03,Baseline,1250320.432007952,,,1355833.33333333
72,2017-04-03,TV,600.973125338028,2.845225020539364,12428.293724740191,1355833.33333333
72,2017-04-03,Out-of-home,15463.05208327264,190.3162493701079,91631.10947232127,1355833.33333333
72,2017-04-03,Print,10370.14499183934,50.66118062379637,104149.55820289714,1355833.33333333
72,2017-04-03,Facebook,15481.254447504009,615.3260827687612,75533.08790263697,1355833.33333333
72,2017-04-03,Search,47377.42319267021,4415.44054423119,183853.93841989228,1355833.33333333
73,2017-04-10,Baseline,1065508.3147812802,,,1176266.66666667
73,2017-04-10,TV,103.44254541758076,0.1204885877909588,4630.926625845665,1176266.66666667
73,2017-04-10,Out-of-home,131043.35610403586,21337.48879325968,273897.69832273584,1176266.66666667
73,2017-04-10,Print,3001.0957036091136,0.7820568275571252,81767.54709881276,1176266.66666667
73,2017-04-10,Facebook,4260.4002100428825,29.43179775704113,53956.83671817027,1176266.66666667
73,2017-04-10,Search,41778.113590672525,3477.8417028970644,178859.85104509353,1176266.66666667
74,2017-04-17,Baseline,917139.9527593524,,,1955281.66666667
74,2017-04-17,TV,72673.29924770739,13691.114758834938,183658.7185976176,1955281.66666667
74,2017-04-17,Out-of-home,98677.01028201108,10786.990450339394,226873.1620581052,1955281.66666667
74,2017-04-17,Print,808.1195179494334,0.0114652804635457,64536.98532754931,1955281.66666667
74,2017-04-17,Facebook,1193.8740343232994,1.3963275598875942,37615.500990699045,1955281.66666667
74,2017-04-17,Search,39200.17412026915,3086.1055795899665,174177.7920356563,1955281.66666667
75,2017-04-24,Baseline,970770.8190073972,,,1029928.33333333
75,2017-04-24,TV,13466.762877383151,913.4571339102783,71143.76647092165,1029928.33333333
75,2017-04-24,Out-of-home,123109.85867289858,19143.51577849905,263954.9870749568,1029928.33333333
75,2017-04-24,Print,206.9994881833396,0.0001910152923433,48562.725423600736,1029928.33333333
75,2017-04-24,Facebook,316.3328175318668,0.0567252882564318,26617.92795798242,1029928.33333333
75,2017-04-24,Search,36440.60990502797,2737.6172668603845,169715.91401848305,1029928.33333333
76,2017-05-01,Baseline,856679.5352342622,,,2263143.33333333
76,2017-05-01,TV,244185.3490628452,143066.65030300632,351430.89714827127,2263143.33333333
76,2017-05-01,Out-of-home,90661.42229177532,7891.3666547448975,221884.4810532249,2263143.33333333
76,2017-05-01,Print,53.06328999299487,2.568681393778934e-06,36397.66371953589,2263143.33333333
76,2017-05-01,Facebook,88.12451317469547,0.0025515224110063,18566.7669666113,2263143.33333333
76,2017-05-01,Search,30557.69058534528,2002.7631302115587,160347.1005847525,2263143.33333333
77,2017-05-08,Baseline,800212.9597245061,,,813771.666666667
77,2017-05-08,TV,61788.59096525502,12309.9637363564,164033.06094161878,813771.666666667
77,2017-05-08,Out-of-home,123026.89698682052,19167.08909470496,263874.35885381204,813771.666666667
77,2017-05-08,Print,13.16351878191162,3.628978121789985e-08,27611.978553393878,813771.666666667
77,2017-05-08,Facebook,23.81148473009342,0.0001040395941157,12605.785365191276,813771.666666667
77,2017-05-08,Search,29232.58501402536,1903.3709159167524,156155.10052222767,813771.666666667
78,2017-05-15,Baseline,866731.325590766,,,880871.666666667
78,2017-05-15,TV,11821.023620948434,570.4322894479212,71135.02375258444,880871.666666667
78,2017-05-15,Out-of-home,90486.3989267415,7859.8537696789,222240.82418815407,880871.666666667
78,2017-05-15,Print,3.4023166089535306,5.774036538615759e-10,20809.39006622423,880871.666666667
78,2017-05-15,Facebook,6.474344852230853,4.202633814470517e-06,8216.546034600771,880871.666666667
78,2017-05-15,Search,10510.04470134382,101.55301399258708,124894.38465364253,880871.666666667
79,2017-05-22,Baseline,876482.1681994793,,,919185.0
79,2017-05-22,TV,2130.9533535690207,23.537392739886425,28745.39765412498,919185.0
79,2017-05-22,Out-of-home,78100.35373902394,6414.051577229595,207687.93877892176,919185.0
79,2017-05-22,Print,0.8651712693408764,9.860873278680255e-12,15139.208388882456,919185.0
79,2017-05-22,Facebook,61894.89355741398,11854.97925538576,141324.39695846877,919185.0
79,2017-05-22,Search,3776.160593225237,2.6272710554737486,100011.25630082488,919185.0
80,2017-05-29,Baseline,785036.9902676955,,,826321.666666667
80,2017-05-29,TV,375.0824813261193,0.9646589720102552,11421.76404068761,826321.666666667
80,2017-05-29,Out-of-home,50451.5215110821,1298.2306741782525,181494.97191103944,826321.666666667
80,2017-05-29,Print,49120.997096024046,7148.56470980928,127888.32924626132,826321.666666667
80,2017-05-29,Facebook,20173.14842106925,1191.3074243035553,74735.38573220187,826321.666666667
80,2017-05-29,Search,16320.136847018084,683.711042047578,116644.93486483148,826321.666666667
81,2017-06-05,Baseline,756200.3850470256,,,833798.333333333
81,2017-06-05,TV,86487.91146974001,19439.18510240051,199668.855338287,833798.333333333
81,2017-06-05,Out-of-home,59692.556557490345,4212.900074279943,179874.19907867952,833798.333333333
81,2017-06-05,Print,12839.64621052075,304.7537028706014,87924.69893036255,833798.333333333
81,2017-06-05,Facebook,56747.689237024926,10870.827783307926,131216.98937328675,833798.333333333
81,2017-06-05,Search,23257.864403331463,1336.7808361523214,132481.7751759988,833798.333333333
82,2017-06-12,Baseline,714475.5802932392,,,746271.666666667
82,2017-06-12,TV,16523.01914474317,1324.3960634090922,78029.88892806758,746271.666666667
82,2017-06-12,Out-of-home,36082.53441038217,727.2868885954406,155430.45491692662,746271.666666667
82,2017-06-12,Print,3387.598076994626,5.839029089578485,66126.94949523528,746271.666666667
82,2017-06-12,Facebook,18371.098695289613,910.1929442874822,75128.01841082322,746271.666666667
82,2017-06-12,Search,22690.86551099275,1233.7099413965163,134074.15207857877,746271.666666667
83,2017-06-19,Baseline,849836.7084896644,,,1036406.66666667
83,2017-06-19,TV,243034.56258366263,142303.45732314768,350254.4493169138,1036406.66666667
83,2017-06-19,Out-of-home,20665.11588960404,105.7128272725415,132651.52269599534,1036406.66666667
83,2017-06-19,Print,883.7145659470893,0.0959629471763981,48917.75553060115,1036406.66666667
83,2017-06-19,Facebook,5997.913148844799,82.9580281785394,49574.98495355851,1036406.66666667
83,2017-06-19,Search,29111.29930311886,2006.1697650282688,144370.10911765907,1036406.66666667
84,2017-06-26,Baseline,795346.8243665772,,,927931.666666667
84,2017-06-26,TV,61322.28852422653,12134.284023743034,163311.20747824197,927931.666666667
84,2017-06-26,Out-of-home,88671.88261702491,12314.65969657276,207311.31116133227,927931.666666667
84,2017-06-26,Print,34374.547705933786,3610.187227781187,109930.90562710926,927931.666666667
84,2017-06-26,Facebook,1674.660828426637,3.745905997408891,34536.13353300749,927931.666666667
84,2017-06-26,Search,27882.37541692641,1825.427211810107,144403.90082604167,927931.666666667
85,2017-07-03,Baseline,900377.129219026,,,1126943.33333333
85,2017-07-03,TV,60043.46830384678,11862.061695497248,160361.72743187007,1126943.33333333
85,2017-07-03,Out-of-home,57956.392003174136,3277.064036741757,176405.9797650297,1126943.33333333
85,2017-07-03,Print,68918.91544675357,12671.715799913034,152112.2845513181,1126943.33333333
85,2017-07-03,Facebook,93814.5474736791,22169.26734216669,183464.81006813172,1126943.33333333
85,2017-07-03,Search,35089.04593668452,2871.790701551292,154606.15929746823,1126943.33333333
86,2017-07-10,Baseline,995241.2770843497,,,1184220.0
86,2017-07-10,TV,11270.99922476258,656.2159448068447,63813.54321007376,1184220.0
86,2017-07-10,Out-of-home,35093.963760440696,588.264926291684,143782.37169487984,1184220.0
86,2017-07-10,Print,19277.82158925697,667.3463671221946,107410.7779576352,1184220.0
86,2017-07-10,Facebook,35059.02216379174,3089.611586052412,101099.06932040132,1184220.0
86,2017-07-10,Search,37033.65251134447,3024.6128249328426,159938.51526583332,1184220.0
87,2017-07-17,Baseline,955624.0525065168,,,1315508.33333333
87,2017-07-17,TV,94213.57145454404,23245.21617793942,207979.80922712307,1315508.33333333
87,2017-07-17,Out-of-home,77502.29249086998,8965.235507304178,194032.68907012147,1315508.33333333
87,2017-07-17,Print,120946.78684549277,25220.58688535084,236583.20786979896,1315508.33333333
87,2017-07-17,Facebook,10332.288911580725,171.5809078881562,64878.143341332754,1315508.33333333
87,2017-07-17,Search,38889.95797838362,3247.7778750317884,164503.0255860291,1315508.33333333
88,2017-07-24,Baseline,1057648.4303255784,,,1279360.0
88,2017-07-24,TV,18327.09011740429,1557.9299321926148,83390.37834504631,1279360.0
88,2017-07-24,Out-of-home,48493.309367571725,2130.106241861314,160987.85404555302,1279360.0
88,2017-07-24,Print,42758.90100166488,3905.46160912686,144641.61144300352,1279360.0
88,2017-07-24,Facebook,2988.554973105296,7.736273983276556,46265.44068634958,1279360.0
88,2017-07-24,Search,39799.21378643205,3313.263734534203,168259.33450888173,1279360.0
89,2017-07-31,Baseline,1095991.4787826585,,,1455811.66666667
89,2017-07-31,TV,107206.81198494708,29532.535995866645,221146.20926206675,1455811.66666667
89,2017-07-31,Out-of-home,100849.80440480771,15439.987175078602,226078.49374341752,1455811.66666667
89,2017-07-31,Print,25226.904877983783,1539.1864954282862,120875.8532724221,1455811.66666667
89,2017-07-31,Facebook,835.6052985880779,0.3516478770383817,32287.973733986328,1455811.66666667
89,2017-07-31,Search,44600.68017151924,4013.690827435689,175910.00997498544,1455811.66666667
90,2017-08-07,Baseline,1211729.8789952118,,,1553355.0
90,2017-08-07,TV,21125.722189073917,1956.484041022417,90238.72582483596,1553355.0
90,2017-08-07,Out-of-home,96860.93772626577,13288.4534654029,221235.23938425828,1553355.0
90,2017-08-07,Print,68872.31568238646,13027.78179944887,155456.86527948125,1553355.0
90,2017-08-07,Facebook,223.66154709881775,0.014565470872219,23368.466048950588,1553355.0
90,2017-08-07,Search,51328.87623249972,5018.663062052772,186735.05860832572,1553355.0
91,2017-08-14,Baseline,1059559.744297561,,,1374855.0
91,2017-08-14,TV,234415.8148551691,133511.4515090611,341697.66447928065,1374855.0
91,2017-08-14,Out-of-home,66124.61757578744,3469.636348177653,189254.82336687687,1374855.0
91,2017-08-14,Print,19234.026751437654,618.3592686532643,111807.8375697436,1374855.0
91,2017-08-14,Facebook,61.06549016869877,0.0005897081812693,16126.276390460564,1374855.0
91,2017-08-14,Search,18926.28051164895,345.30644617121646,148991.8136243785,1374855.0
92,2017-08-21,Baseline,1544716.7488382342,,,1970110.0
92,2017-08-21,TV,58233.05690177505,11013.629631118303,158307.3396459866,1970110.0
92,2017-08-21,Out-of-home,41322.043789167175,577.9163946202891,160897.82195459987,1970110.0
92,2017-08-21,Print,76731.85627714044,15342.77842219817,163295.24449523873,1970110.0
92,2017-08-21,Facebook,22287.644894730503,1755.0093075705674,78703.393228627,1970110.0
92,2017-08-21,Search,6974.643248848341,10.458179633311378,118531.15694748526,1970110.0
93,2017-08-28,Baseline,1728863.569425357,,,2336431.66666667
93,2017-08-28,TV,427817.9456052261,304492.93292588164,551654.1234087882,2336431.66666667
93,2017-08-28,Out-of-home,24755.01174341875,85.93505685990945,135727.88925371144,2336431.66666667
93,2017-08-28,Print,22108.714459958443,865.0710795565135,115816.13597879135,2336431.66666667
93,2017-08-28,Facebook,22124.776521194537,1774.94047005093,77118.62326612641,2336431.66666667
93,2017-08-28,Search,49890.89976841057,4954.506053958179,173846.91457745968,2336431.66666667
94,2017-09-04,Baseline,1679446.3559316527,,,2002065.0
94,2017-09-04,TV,166944.50525965722,56958.61342781192,302090.69553467364,2002065.0
94,2017-09-04,Out-of-home,14083.322090388683,11.714686441715356,116207.44282950585,2002065.0
94,2017-09-04,Print,6225.356001911992,16.11446726307099,88206.85273726964,2002065.0
94,2017-09-04,Facebook,6245.023662997131,111.63107040208072,46519.36066508386,2002065.0
94,2017-09-04,Search,58980.07280995739,6169.708000447673,193730.22678077413,2002065.0
95,2017-09-11,Baseline,1525671.1531304596,,,2027418.33333333
95,2017-09-11,TV,304685.9189645892,208704.564515232,409149.8326558808,2027418.33333333
95,2017-09-11,Out-of-home,85363.60889843252,11734.852159077362,202887.9100308814,2027418.33333333
95,2017-09-11,Print,36446.84211398417,4221.07683940529,119284.10769871034,2027418.33333333
95,2017-09-11,Facebook,12731.390070374073,588.3506988616141,60489.975489359,2027418.33333333
95,2017-09-11,Search,57331.55223423725,5641.16141363455,197620.6522438448,2027418.33333333
96,2017-09-18,Baseline,1643560.5961588498,,,1886570.0
96,2017-09-18,TV,87482.69667117168,19667.416544559605,206032.7988192177,1886570.0
96,2017-09-18,Out-of-home,54992.40002656366,2988.001745805315,170792.27366139938,1886570.0
96,2017-09-18,Print,9210.226334149556,130.46364968555176,86969.28597870286,1886570.0
96,2017-09-18,Facebook,3465.328576518373,35.86689298037106,36583.3312763864,1886570.0
96,2017-09-18,Search,62647.839338270685,6484.004564105905,206815.16334411892,1886570.0
97,2017-09-25,Baseline,1925238.9724998816,,,2529721.66666667
97,2017-09-25,TV,379772.0425553571,270445.4092105574,486519.25829350535,2529721.66666667
97,2017-09-25,Out-of-home,90025.326535092,12280.411702824718,211107.4792760323,2529721.66666667
97,2017-09-25,Print,2505.257192633405,2.634717863845872,67057.84065086696,2529721.66666667
97,2017-09-25,Facebook,42888.00355773026,6150.95642125119,112848.9178548546,2529721.66666667
97,2017-09-25,Search,72109.71619971325,7506.068233268521,220800.1925886296,2529721.66666667
98,2017-10-02,Baseline,2042263.1020972864,,,2357930.0
98,2017-10-02,TV,436873.7827767455,308444.8452080841,569379.1866400688,2357930.0
98,2017-10-02,Out-of-home,80879.55600420274,8867.447742498582,202566.2583179853,2357930.0
98,2017-10-02,Print,640.8854150288098,0.0411707946268271,50641.43487448331,2357930.0
98,2017-10-02,Facebook,13091.556259020206,515.2439646304816,62054.24645055032,2357930.0
98,2017-10-02,Search,73380.18677072591,7611.386165342023,226161.0207979417,2357930.0
99,2017-10-09,Baseline,2149503.222348487,,,3003391.66666667
99,2017-10-09,TV,342478.4701562544,234402.3475977413,462039.6187454685,3003391.66666667
99,2017-10-09,Out-of-home,122143.75234771664,19470.1957505498,260257.5257360224,3003391.66666667
99,2017-10-09,Print,100398.00405471543,20469.579189907166,196370.3968659944,3003391.66666667
99,2017-10-09,Facebook,82376.92314935935,19191.91197934612,167882.83131003208,3003391.66666667
99,2017-10-09,Search,77647.96016770485,7998.728956876867,235016.2376460534,3003391.66666667
100,2017-10-16,Baseline,2054339.226564046,,,2283685.0
100,2017-10-16,TV,108775.30146377138,24073.65680758044,253445.51565331992,2283685.0
100,2017-10-16,Out-of-home,89067.12582394271,8192.30712696381,218599.2879286401,2283685.0
100,2017-10-16,Print,31794.918669950133,2235.02962061576,125777.38164730104,2283685.0
100,2017-10-16,Facebook,86254.27963279674,20000.612697303863,173295.19176574197,2283685.0
100,2017-10-16,Search,76886.35771865986,7838.599798198666,236327.43280755696,2283685.0
101,2017-10-23,Baseline,2110022.185448836,,,2584721.66666667
101,2017-10-23,TV,285389.0354431218,190176.52442566777,389226.1068216829,2584721.66666667
101,2017-10-23,Out-of-home,78672.69913644489,7068.281808674158,204857.7918208944,2584721.66666667
101,2017-10-23,Print,9045.71539264461,41.43267994107136,94955.64158687566,2584721.66666667
101,2017-10-23,Facebook,93866.51937763742,22152.939284364853,186227.0749501328,2584721.66666667
101,2017-10-23,Search,78903.93325977604,7989.040228796666,239935.3537799131,2584721.66666667
102,2017-10-30,Baseline,2255758.535148829,,,2565400.0
102,2017-10-30,TV,117462.49104292633,40900.987516139336,232636.94876769528,2565400.0
102,2017-10-30,Out-of-home,50809.11651847649,1452.1989853250134,176767.38534849766,2565400.0
102,2017-10-30,Print,2552.319053766152,0.6777352060425216,73003.90964439878,2565400.0
102,2017-10-30,Facebook,100726.40846994182,24789.2750458223,198787.3543807192,2565400.0
102,2017-10-30,Search,81862.9150006092,8322.005526567425,246678.4771743413,2565400.0
103,2017-11-06,Baseline,2491186.473991401,,,3407085.0
103,2017-11-06,TV,184691.9981293298,93143.67599052405,295202.01319627697,3407085.0
103,2017-11-06,Out-of-home,118608.03802912313,18948.175277509003,252497.67892479556,3407085.0
103,2017-11-06,Print,114737.98696132092,23914.710320847786,222762.81956839992,3407085.0
103,2017-11-06,Facebook,87749.02246114354,18996.378747727467,179325.14641234017,3407085.0
103,2017-11-06,Search,89988.63276601974,8942.20447495772,261196.22816697133,3407085.0
104,2017-11-13,Baseline,2518421.0186471296,,,2803291.66666667
104,2017-11-13,TV,42519.98051691117,6164.932816710412,133814.12205431965,2803291.66666667
104,2017-11-13,Out-of-home,85145.44663552963,7544.711128974654,213572.51373236175,2803291.66666667
104,2017-11-13,Print,39130.16035941099,3352.2179342617987,137640.8358927261,2803291.66666667
104,2017-11-13,Facebook,118407.08591723062,30007.81376492702,224175.5626282952,2803291.66666667
104,2017-11-13,Search,35738.05943118335,1052.2373771904624,203205.58309177804,2803291.66666667
105,2017-11-20,Baseline,2594101.574479681,,,3303155.0
105,2017-11-20,TV,311585.66638429265,211964.81566150783,414353.5769517567,3303155.0
105,2017-11-20,Out-of-home,92096.96071509123,11891.340047341317,218079.12446942632,3303155.0
105,2017-11-20,Print,22918.081767186894,1259.022519212152,116319.7062208663,3303155.0
105,2017-11-20,Facebook,92020.21781886896,19885.32961906568,188220.527292132,3303155.0
105,2017-11-20,Search,14463.381822923826,34.700608241865844,164545.44841454193,3303155.0
106,2017-11-27,Baseline,2668245.134803342,,,3103743.33333333
106,2017-11-27,TV,90064.16761976633,21759.320276821887,204449.35172719613,3103743.33333333
106,2017-11-27,Out-of-home,61880.61886867079,2873.053787866394,188910.3020989783,3103743.33333333
106,2017-11-27,Print,68925.8435080152,12937.7460208373,154782.09036125496,3103743.33333333
106,2017-11-27,Facebook,73024.9816321861,14278.67969291938,161818.99880892044,3103743.33333333
106,2017-11-27,Search,96635.7905795978,9835.682323667772,256462.50656040868,3103743.33333333
107,2017-12-04,Baseline,2312140.3455214743,,,2793875.0
107,2017-12-04,TV,220324.51775675212,124244.53860943888,329137.060218444,2793875.0
107,2017-12-04,Out-of-home,79438.6927554029,8611.423035804268,200294.8017763562,2793875.0
107,2017-12-04,Print,19285.06947072465,621.426631901008,111194.07275474208,2793875.0
107,2017-12-04,Facebook,54560.29678651165,9061.971332810128,134415.3833512285,2793875.0
107,2017-12-04,Search,105863.35454938022,10699.58164459188,285004.2263984195,2793875.0
108,2017-12-11,Baseline,2104217.26473557,,,2260396.66666667
108,2017-12-11,TV,53719.332131505085,9546.663310748392,152097.84739489414,2260396.66666667
108,2017-12-11,Out-of-home,50792.59463232552,1938.28464752226,170635.7736536923,2260396.66666667
108,2017-12-11,Print,5426.611928154194,11.973686350209098,84657.56946894813,2260396.66666667
108,2017-12-11,Facebook,67110.38986343361,13530.287015008991,148154.5398628901,2260396.66666667
108,2017-12-11,Search,102681.51983020874,10083.647219928713,284320.38848165114,2260396.66666667
109,2017-12-18,Baseline,2029730.535160661,,,2399176.66666667
109,2017-12-18,TV,335082.62180108984,235962.2756882913,436489.45776976,2399176.66666667
109,2017-12-18,Out-of-home,77268.21880831264,8361.535457243786,194660.81538848876,2399176.66666667
109,2017-12-18,Print,1449.3348700595216,0.1933523403231082,66120.01716976336,2399176.66666667
109,2017-12-18,Facebook,41076.912159663,5650.594199244496,112733.38978258664,2399176.66666667
109,2017-12-18,Search,105003.41757086018,10276.86215730158,291528.0487794499,2399176.66666667
110,2017-12-25,Baseline,1917689.0243148007,,,3827520.0
110,2017-12-25,TV,405871.68237361073,288015.4563102849,523644.3228392765,3827520.0
110,2017-12-25,Out-of-home,48721.62792591628,1856.9408993941183,165293.47578575215,3827520.0
110,2017-12-25,Print,88422.06578988075,17828.858176947437,177536.69565170704,3827520.0
110,2017-12-25,Facebook,106878.24588208694,27264.286107079683,203628.754151955,3827520.0
